customer_id,person_type,legal_name,trade_name,tax_id,state_registration,email,phone,is_active
66,PF,Beatriz Mendonça,,50569940222,,beatriz.mendon.a.66@example.com,5564905377351,False
67,PF,Maria Eduarda Nogueira,,41518438415,,maria.eduarda.nogueira.67@example.com,5506943171390,True
68,PF,Lucas Gabriel da Cruz,,15986604628,,lucas.gabriel.da.cruz.68@example.com,55093918393352,True
69,PF,Agatha da Mota,,14754808061,,agatha.da.mota.69@example.com,55028942102053,True
70,PJ,Almeida Ltda,da Luz Aragão S.A.,3571767000169,681177589,almeida.ltda.70@example.com,5578939084700,True
71,PF,Maria Liz Lima,,85708243945,,maria.liz.lima.71@example.com,5577911592124,False
72,PJ,Garcia Ltda,Marques,55180747000160,896118367,garcia.ltda.72@example.com,5565976615654,True
73,PF,Sr. Renan Azevedo,,14069097856,,sr.renan.azevedo.73@example.com,5511961528098,True
74,PJ,Rios S.A.,Jesus Ltda.,73236180000189,604945198,rios.s.a.74@example.com,5527931585149,True
75,PJ,Lima Novais - EI EIRELI,Pereira e Filhos,71828121000174,402445502,lima.novais.ei.eireli.75@example.com,55096912018366,True
76,PF,Manuela Castro,,37997684832,,manuela.castro.76@example.com,5545999102290,True
77,PF,Anna Liz da Mata,,54768640834,,anna.liz.da.mata.77@example.com,55067997643815,True
78,PF,Brenda da Paz,,50346840716,,brenda.da.paz.78@example.com,5578940369003,False
79,PJ,Cunha EIRELI,Teixeira da Cunha Ltda.,43256953000128,510762268,cunha.eireli.79@example.com,5588951606071,True
80,PF,Dr. Nathan Santos,,22085644562,,dr.nathan.santos.80@example.com,5541960529751,True
81,PF,Bianca da Cruz,,37192356530,,bianca.da.cruz.81@example.com,5596981645352,True
82,PF,Thomas Porto,,72009558928,,thomas.porto.82@example.com,5588935523124,True
83,PF,Erick Pereira,,72551787157,,erick.pereira.83@example.com,55012977997995,True
84,PF,Luara Cassiano,,65486237545,,luara.cassiano.84@example.com,55017974490581,True
85,PJ,Martins ME,Andrade,26127899000100,054119986,martins.me.85@example.com,55098907935978,True
86,PJ,Araújo Machado S/A EIRELI,Silva,21783172000159,182037788,ara.jo.machado.s.a.eireli.86@example.com,5525954665905,False
87,PJ,Farias S/A S.A.,,46391792000173,864492519,farias.s.a.s.a.87@example.com,55054962914865,True
88,PF,Vinicius Borges,,57654529490,,vinicius.borges.88@example.com,5585905423573,True
89,PJ,Carvalho Cassiano S/A EIRELI,,33944417000161,418880592,carvalho.cassiano.s.a.eireli.89@example.com,5562922927065,False
90,PJ,Macedo Pimenta Ltda.,da Conceição,82213187000176,834735977,macedo.pimenta.ltda.90@example.com,5568986239240,True
91,PF,Rafaela Freitas,,29834420390,,rafaela.freitas.91@example.com,5518914124782,True
92,PF,Ayla Câmara,,88622294021,,ayla.c.mara.92@example.com,55050960685361,True
93,PF,Sr. Arthur Dias,,91937535940,,sr.arthur.dias.93@example.com,5552920472779,True
94,PF,Bruno Almeida,,55007359343,0,bruno.almeida.94@example.com,5532989861434,True
95,PF,Benicio da Costa,,19408955617,,benicio.da.costa.95@example.com,5597911798089,True
96,PF,Diego da Rocha,,86868027451,,diego.da.rocha.96@example.com,5509953962185,True
97,PF,Vinicius Nogueira,,98118375110,,vinicius.nogueira.97@example.com,5588906706540,True
98,PF,Sr. Luiz Felipe da Costa,,32622897103,,sr.luiz.felipe.da.costa.98@example.com,5595920585277,True
99,PF,Emilly Carvalho,,76534501139,,emilly.carvalho.99@example.com,5570943030548,True
100,PF,Ísis Melo,,73061489665,,sis.melo.100@example.com,5503945054156,True
101,PF,Maysa Gomes,,6743520098,,maysa.gomes.101@example.com,5527975841616,True
102,PF,Emilly Nogueira,,43677417538,,emilly.nogueira.102@example.com,5551915447962,True
103,PF,Sra. Marcela Machado,,33783685940,,sra.marcela.machado.103@example.com,5559964016582,True
104,PJ,Casa Grande - EI Ltda,Andrade,93877006000122,213556909,casa.grande.ei.ltda.104@example.com,55075957192856,True
105,PF,Dr. Josué Camargo,,44792697034,,dr.josu.camargo.105@example.com,5527986814473,True
106,PF,Laura Sales,,84729453247,,laura.sales.106@example.com,55031921727155,True
107,PJ,Novaes - EI S.A.,da Rosa,7475766000171,225831323,novaes.ei.s.a.107@example.com,55005989578291,True
108,PF,Leonardo Gonçalves,,9928468036,,leonardo.gon.alves.108@example.com,55086969125177,True
109,PJ,Cardoso ME,Vargas Cardoso - ME,63659351000129,801824225,cardoso.me.109@example.com,5558941438424,True
110,PF,Yasmin Borges,,88171782337,,yasmin.borges.110@example.com,5529992299590,True
111,PF,Bruno Aparecida,,15722301779,,bruno.aparecida.111@example.com,5543996907844,True
112,PJ,da Cruz ME,,70067688000102,647102767,da.cruz.me.112@example.com,55035992555625,True
113,PJ,Dias S.A.,Campos,30019420000180,473210469,dias.s.a.113@example.com,5532959532787,True
114,PJ,das Neves S.A.,Almeida,79525501000141,168733950,das.neves.s.a.114@example.com,5547997480162,True
115,PF,Luiz Otávio Teixeira,,20237209152,,luiz.ot.vio.teixeira.115@example.com,5550960983584,True
116,PF,Matheus Montenegro,,32960257154,,matheus.montenegro.116@example.com,55084999121655,True
117,PF,Maria Clara Sá,,34528008300,,maria.clara.s.117@example.com,55039986800025,True
118,PJ,Moreira Ltda,,22310709000126,729825952,moreira.ltda.118@example.com,5594995888794,True
119,PF,Allana Freitas,,75900556620,,allana.freitas.119@example.com,5516994097499,True
120,PJ,Silveira Aragão - EI S.A.,,5394087000142,728962309,silveira.arag.o.ei.s.a.120@example.com,5530975626368,True
121,PJ,Sousa EIRELI,,87941370000101,028385786,sousa.eireli.121@example.com,5527985854973,True
122,PJ,da Mota Novais Ltda.,da Rosa Vargas Ltda.,54654627000195,375758441,da.mota.novais.ltda.122@example.com,5586965240415,True
123,PJ,Rezende Ltda,Souza,10623791000160,733848421,rezende.ltda.123@example.com,5593930833016,True
124,PJ,Silva EIRELI,,54402157000172,712082677,silva.eireli.124@example.com,5545940193802,True
125,PF,Emanuelly Andrade,,6337074572,,emanuelly.andrade.125@example.com,5572940049915,True
126,PF,Rafael Ramos,,63221712910,,rafael.ramos.126@example.com,5587928743152,True
127,PF,Sra. Jade Silva,,34813144691,,sra.jade.silva.127@example.com,55005949329668,True
128,PJ,Borges ME,,21461476000108,612275304,borges.me.128@example.com,5537945499045,True
129,PF,Srta. Ana Liz Rios,,69484055095,,srta.ana.liz.rios.129@example.com,5574926841459,False
130,PF,Henry Carvalho,,17900687114,,henry.carvalho.130@example.com,55027995687833,True
131,PF,Anna Liz Moura,,51574058800,,anna.liz.moura.131@example.com,55085919108839,True
132,PJ,Cavalcante Duarte - EI S.A.,Camargo,33016661000164,397187072,cavalcante.duarte.ei.s.a.132@example.com,5567990874064,True
133,PJ,Souza S.A.,,41779740000155,910651801,souza.s.a.133@example.com,55004962265676,True
134,PF,Anna Liz Rodrigues,,52028241810,,anna.liz.rodrigues.134@example.com,5525912868230,True
135,PJ,da Rosa - ME,,95907463000148,868633752,da.rosa.me.135@example.com,5531906903311,True
136,PJ,Machado - EI ME,da Cruz e Filhos,82962288000140,067383028,machado.ei.me.136@example.com,5539959953428,True
137,PF,Noah da Rosa,,93035945926,,noah.da.rosa.137@example.com,5508992687056,True
138,PJ,Sampaio Ltda,Jesus,43899284000102,246287334,sampaio.ltda.138@example.com,55070986688263,True
139,PJ,Costela EIRELI,Ramos,77829007000145,175183046,costela.eireli.139@example.com,5590913983735,True
140,PF,Anthony Gabriel Cunha,,70571003885,,anthony.gabriel.cunha.140@example.com,5517939363854,True
141,PJ,Martins S.A.,das Neves,96890416000100,458771753,martins.s.a.141@example.com,5556909320489,True
142,PF,Maria Vitória da Rocha,,57765528343,,maria.vit.ria.da.rocha.142@example.com,55035936937854,True
143,PF,Rebeca Marques,,94771752850,,rebeca.marques.143@example.com,55052928728080,False
144,PF,Benicio Teixeira,,93462381270,,benicio.teixeira.144@example.com,5562931203875,True
145,PF,Rodrigo Ribeiro,,21071709402,,rodrigo.ribeiro.145@example.com,55000988600848,True
146,PJ,Almeida ME,Cavalcanti,83690942000176,118233984,almeida.me.146@example.com,5546915679334,True
147,PJ,Rezende e Filhos ME,Borges - ME,80896207000125,668700217,rezende.e.filhos.me.147@example.com,5559918033974,True
148,PF,Breno Rodrigues,,23338267541,,breno.rodrigues.148@example.com,5589902503926,True
149,PF,Kaique Castro,,3714302670,,kaique.castro.149@example.com,5539968562185,True
150,PJ,Brito - ME,Barbosa Fernandes - EI,75751477000108,996504773,brito.me.150@example.com,5586962961943,True
151,PF,Srta. Antonella da Mata,,68712313823,,srta.antonella.da.mata.151@example.com,55062965511047,True
152,PJ,Teixeira ME,,89017732000106,412126788,teixeira.me.152@example.com,5561901581995,True
153,PJ,Albuquerque S.A.,,91387417000104,466183982,albuquerque.s.a.153@example.com,5522944472126,True
154,PF,Otto da Rosa,,67707129628,,otto.da.rosa.154@example.com,55015943799371,True
155,PF,Kevin Abreu,,50883486733,,kevin.abreu.155@example.com,5559965756924,True
156,PJ,Pereira EIRELI,Mendes Dias S.A.,13180233000165,654793564,pereira.eireli.156@example.com,5551993982807,True
157,PF,Srta. Maysa da Rocha,,60371181593,,srta.maysa.da.rocha.157@example.com,5567924342661,True
158,PF,Pietra Pacheco,,23905549468,,pietra.pacheco.158@example.com,5588968058911,False
159,PJ,Ribeiro Rios Ltda.,Ramos Pimenta S/A,81638938000133,965610143,ribeiro.rios.ltda.159@example.com,5588999375679,True
160,PF,Dra. Clarice Ferreira,,68446549280,,dra.clarice.ferreira.160@example.com,5571946112545,True
161,PF,Gabrielly Moreira,,91051645166,,gabrielly.moreira.161@example.com,55057917751401,True
162,PJ,Fernandes e Filhos S.A.,Rocha S.A.,45028000000138,382825867,fernandes.e.filhos.s.a.162@example.com,,False
163,PF,Maria Julia Abreu,,10290643341,,maria.julia.abreu.163@example.com,5534919182553,True
164,PJ,Camargo EIRELI,Rios,26163406000189,785969691,camargo.eireli.164example.com,5557992499125,True
165,PJ,da Costa Ltda.,,66032820000173,125286692,da.costa.ltda.165@example.com,5566927828274,True
166,PF,Francisco Dias,,32676217712,,francisco.dias.166@example.com,55090950723688,True
167,PJ,Jesus EIRELI,Leão,49896342000120,772190340,jesus.eireli.167@example.com,5538942797881,True
168,PF,Bruna da Mata,,22225740720,,bruna.da.mata.168@example.com,5558907836134,True
169,PF,Rael da Luz,,57413929465,,rael.da.luz.169@example.com,5517913395962,True
170,PF,Cecilia Viana,,69764914063,,cecilia.viana.170@example.com,5530995849825,True
171,PJ,da Rocha Ltda,Moraes,86007166000155,126042232,da.rocha.ltda.171@example.com,5536972946671,True
172,PF,Ayla Guerra,,98810362403,,ayla.guerra.172@example.com,5545977590175,True
173,PJ,Vieira - EI ME,Cunha,55557124000164,637454589,vieira.ei.me.173@example.com,55097950017012,True
174,PF,Mirella Abreu,,60203640039,,mirella.abreu.174@example.com,5532942415415,False
175,PF,Eloah Aragão,,44861732107,,eloah.arag.o.175@example.com,5543961103712,True
176,PJ,Moreira Rodrigues - ME,Albuquerque e Filhos,92924086000167,516271361,moreira.rodrigues.me.176@example.com,5515954262218,True
177,PF,Alexia Pimenta,,10963373714,,alexia.pimenta.177@example.com,55075932697311,True
178,PF,Davi Pastor,,83309924203,,davi.pastor.178@example.com,5556952341389,True
179,PF,Larissa Vasconcelos,,34622825228,,larissa.vasconcelos.179@example.com,5543989836403,False
180,PJ,Gomes S.A.,da Costa - ME,61124641000142,918055269,gomes.s.a.180@example.com,5558927109104,True
181,PJ,Aparecida Araújo - ME,Pires,27698636000105,866618892,aparecida.ara.jo.me.181@example.com,5514918328569,True
182,PJ,das Neves e Filhos S.A.,,25028886000102,630316179,das.neves.e.filhos.s.a.182@example.com,5504921020275,True
183,PJ,Cavalcante EIRELI,Cardoso,4677133000158,410564814,cavalcante.eireli.183@example.com,5517978507925,True
184,PF,José Miguel Vargas,,52751394973,,jos.miguel.vargas.184@example.com,5591938000307,True
185,PF,Dr. Dom Cavalcanti,,23714721746,,dr.dom.cavalcanti.185@example.com,5586935365419,True
186,PF,Sr. Theodoro Rocha,,70466563043,,sr.theodoro.rocha.186@example.com,5523980617445,True
187,PJ,Novaes - ME,,84101313000126,053494937,novaes.me.187@example.com,5597938320603,True
188,PJ,Porto ME,Farias S/A,62395232000143,641383670,porto.me.188@example.com,55041903865719,True
189,PF,Thiago Carvalho,,40320829286,,thiago.carvalho.189@example.com,5519990623445,True
190,PJ,Sampaio ME,Dias,49416935000142,,sampaio.me.190@example.com,5527975618537,True
191,PJ,Martins Ltda,Campos,91684833000174,124903521,martins.ltda.191@example.com,5556980442067,True
192,PF,IsadoraB rito,,94259494252,,isadora.brito.192@example.com,55012910032365,False
193,PF,Antonella Pacheco,,34460263122,,antonella.pacheco.193@example.com,5541901372151,True
194,PJ,Martins S/A EIRELI,Oliveira Lopes e Filhos,85546806000132,670662532,martins.s.a.eireli.194@example.com,5547920999347,True
195,PF,Pietra Araújo,,87679194807,,pietra.ara.jo.195@example.com,5546926383806,True
196,PF,Sra. Pietra Nogueira,,55560511943,,sra.pietra.nogueira.196@example.com,55059985642059,True
197,PF,Arthur Vasconcelos,,2079202499,,arthur.vasconcelos.197@example.com,5507985932133,True
198,PF,Vitor Vieira,,99241947306,,vitor.vieira.198@example.com,5539965223955,True
199,PJ,Santos e Filhos ME,,86741203000154,599293784,santos.e.filhos.me.199@example.com,55070910393087,True
200,PJ,Farias - EI S.A.,Cardoso Fernandes e Filhos,3262219000157,250029218,farias.ei.s.a.200@example.com,5515969154522,True
201,PF,Sra. Raquel Rezende,,89891144380,,sra.raquel.rezende.201@example.com,5528995392644,True
202,PF,Felipe Siqueira,,44560202028,,felipe.siqueira.202@example.com,5596990295939,True
203,PJ,Monteiro S.A.,Souza,88526250000100,135521570,monteiro.s.a.203@example.com,5533915410067,True
204,PF,Sra. Eloah Jesus,,42949886906,,sra.eloah.jesus.204@example.com,55065986179327,True
205,PJ,Andrade Ltda.,Dias Ltda.,79951657000194,115262181,andrade.ltda.205@example.com,5599970629620,True
206,PJ,Farias S.A.,Jesus Sampaio - EI,96124549000167,844431069,farias.s.a.206@example.com,5572905061497,False
207,PJ,Brito Alves S.A.,Porto da Rocha S/A,12752518000160,714677418,brito.alves.s.a.207@example.com,5525965270477,False
208,PF,Henry Gabriel da Mata,,85378472750,,henry.gabriel.da.mata.208@example.com,5502911586938,True
209,PF,Mathias Moreira,,44342472716,,mathias.moreira.209@example.com,5587993741608,True
210,PF,Stella Oliveira,,86628092941,,stella.oliveira.210@example.com,5521972233206,True
211,PF,Pedro Henrique Costa,,86040023597,,pedro.henrique.costa.211@example.com,55094951168685,True
212,PF,Vicente Marques,,80461346001,,vicente.marques.212@example.com,5599986162299,True
213,PF,Beatriz Caldeira,,59441073911,,beatriz.caldeira.213@example.com,5514985646799,True
214,PJ,Andrade S.A.,da Mota Guerra S.A.,47679979000130,996065307,andrade.s.a.214@example.com,5550954447132,True
215,PF,Pedro Miguel Vasconcelos,,60558173497,,pedro.miguel.vasconcelos.215@example.com,5546991373678,True
216,PF,Sr. Théo Vieira,,6272051514,,sr.th.o.vieira.216@example.com,55014986289023,False
217,PF,Benjamin da Cruz,,55746981028,,benjamin.da.cruz.217@example.com,5570953457861,True
218,PF,Ana da Costa,,52558356763,,ana.da.costa.218@example.com,5579972798552,True
219,PF,Caleb da Paz,,40347989551,,caleb.da.paz.219@example.com,5560929333346,True
220,PJ,Vasconcelos e Filhos ME,Melo S.A.,64343254000195,290349446,vasconcelos.e.filhos.me.220@example.com,5557943748969,True
221,PF,André Moraes,,44322072488,,andr.moraes.221@example.com,5589994417154,True
222,PJ,da Mota S.A.,,26254854000198,443283096,da.mota.s.a.222@example.com,5520974466609,True
223,PF,Dra. Esther Fernandes,,65055955970,,dra.esther.fernandes.223@example.com,5587958428241,True
224,PF,Carolina Sousa,,93198457947,,carolina.sousa.224@example.com,5582951353465,True
225,PJ,da Luz Ltda,Martins,76017441000168,170999173,da.luz.ltda.225@example.com,5516984602235,True
226,PF,Natália Casa Grande,,9007315323,,nat.lia.casa.grande.226@example.com,5521975250074,True
227,PJ,Teixeira Vasconcelos S.A.,Mendonça Viana S/A,94073637000151,296666760,teixeira.vasconcelos.s.a.227@example.com,5583950583003,True
228,PJ,Sales Ferreira Ltda.,Caldeira Gomes - EI,61626710000116,942104478,sales.ferreira.ltda.228@example.com,5585962575326,True
229,PF,Ian Câmara,,84616861951,,ian.c.mara.229@example.com,55030998215064,False
230,PJ,Peixoto S/A EIRELI,Rezende S/A,40622210000136,016761847,peixoto.s.a.eireli.230@example.com,55030946184992,True
231,PF,Bella Moraes,,28693311263,,bella.moraes.231@example.com,5514911739348,True
232,PJ,Fogaça Santos - ME,Castro,79425993000101,087375300,foga.a.santos.me.232@example.com,5519972181143,True
233,PF,Laís da Luz,,47313470762,,la.s.da.luz.233@example.com,55001920455611,True
234,PF,Anthony Carvalho,,80774183411,,anthony.carvalho.234@example.com,55055979415521,True
235,PF,Maria Liz Marques,,24213335984,,maria.liz.marques.235@example.com,5567962120216,True
236,PF,Rafaela Nunes,,63724176937,,rafaela.nunes.236@example.com,55029965902771,True
237,PF,Maysa Aparecida,,21624462278,,maysa.aparecida.237@example.com,5545908993588,False
238,PJ,Lopes e Filhos EIRELI,,72585245000139,375628900,lopes.e.filhos.eireli.238@example.com,55087972175354,True
239,PF,Thiago Câmara,,79551914120,,thiago.c.mara.239@example.com,5566931779717,True
240,PF,Luara Campos,,1052945864,,luara.campos.240@example.com,55001966088019,True
241,PF,Liz Moraes,,97587526501,,liz.moraes.241@example.com,5537955037589,True
242,PF,Olívia Silva,,95685646089,,ol.via.silva.242@example.com,5571913055488,True
243,PJ,Sampaio EIRELI,,73701491000171,102726149,sampaio.eireli.243@example.com,5531963735160,True
244,PF,Camila Vargas,,32531815538,,camila.vargas.244@example.com,55079982708086,True
245,PJ,Moraes ME,Sales Pacheco S.A.,37525281000106,216995866,moraes.me.245@example.com,5534965472269,True
246,PF,Dra. Sophie da Rosa,,95240088071,,dra.sophie.da.rosa.246@example.com,5558933394522,False
247,PF,Ágatha Sales,,93046198230,,gatha.sales.247@example.com,5515987996846,True
248,PJ,Moreira S/A EIRELI,Garcia S.A.,69242891000199,003424420,moreira.s.a.eireli.248@example.com,5538905719838,True
249,PF,Isabela Moraes,,31794089870,,isabela.moraes.249@example.com,5506966580043,False
250,PF,Melina Câmara,,61066785708,,melina.c.mara.250@example.com,5598993347212,True
251,PJ,Sousa Moraes S/A Ltda,,78230257000127,606484229,sousa.moraes.s.a.ltda.251@example.com,5505972025909,True
252,PF,Liz Mendonça,,48142839547,,liz.mendon.a.252@example.com,5585915832818,True
253,PF,Oliver Nogueira,,40582533805,,oliver.nogueira.253@example.com,5561953355543,True
254,PF,Vitória Melo,,19708747327,,vit.ria.melo.254@example.com,5501957399305,False
255,PJ,Vieira S.A.,Gomes Ltda.,59559425000188,840858877,vieira.s.a.255@example.com,5543958112880,False
256,PF,Ana Luiza Costela,,90107877104,,ana.luiza.costela.256@example.com,1234567890,True
257,PF,Caio Barbosa,,9950093252,,caio.barbosa.257@example.com,5524981934667,True
258,PF,Maria Luiza Lopes,,3375698518,,maria.luiza.lopes.258@example.com,5506918091901,True
259,PF,Sr. João Vitor Viana,,43878360320,,sr.jo.o.vitor.viana.259@example.com,5591947660728,True
260,PF,Davi Luiz Souza,,80916882454,,davi.luiz.souza.260@example.com,5584924508821,True
261,PF,André Oliveira,,96416425700,,andr.oliveira.261@example.com,5568981435368,True
262,PJ,Castro Cirino S.A.,Correia,24305515000168,129087814,castro.cirino.s.a.262@example.com,5541939755231,True
263,PJ,Pinto EIRELI,Correia Ltda.,58785345000188,775949299,pinto.eireli.263@example.com,5556920533645,True
264,PJ,Rocha Siqueira Ltda.,,91795342000109,777547812,rocha.siqueira.ltda.264@example.com,5514928341108,True
265,PF,Ana Pacheco,,29672468830,,ana.pacheco.265@example.com,5569930848872,True
266,PJ,Gonçalves EIRELI,,43110977000174,394278816,gon.alves.eireli.266@example.com,5580939282722,True
267,PF,Clara Sousa,,98291637334,,clara.sousa.267@example.com,55050937314530,True
268,PF,Gabrielly Moreira,,29653656058,,gabrielly.moreira.268@example.com,5567970051844,True
269,PF,Ísis Nunes,,4227749956,,sis.nunes.269@example.com,55066959184638,True
270,PF,Maria Ferreira,,69562694496,,maria.ferreira.270@example.com,55079908272318,False
271,PF,Lara Cunha,,82672143722,,lara.cunha.271@example.com,55022959136517,True
272,PF,Pietra Mendes,,3443574653,,pietra.mendes.272@example.com,5592960302992,True
273,PF,Théo Aparecida,,59137340336,,th.o.aparecida.273@example.com,5520924286990,True
274,PJ,Barros EIRELI,Machado Pereira - ME,4293701000117,723692929,barros.eireli.274@example.com,5542957991366,True
275,PF,Cauê Almeida,,21352921170,,cau.almeida.275@example.com,5588962912799,True
276,PF,Vitor Montenegro,,73437266098,,vitor.montenegro.276@example.com,5517929806865,True
